CustomerID,Recency,Frequency,Monetary,Avg_Order_Value,Product_Diversity,Tenure,Avg_Basket_Size
13489,105,4,449.52,112.38,11,189,40.0
13491,52,10,1215.82,121.582,73,320,10.5
13492,136,3,1269.84,423.28,38,78,8.16
13493,275,2,618.63,309.315,6,11,47.5
13494,312,1,316.26000000000005,316.26000000000005,18,0,9.0
13495,8,5,2044.8700000000001,408.97400000000005,34,360,17.270833333333332
13496,11,2,653.33,326.665,28,349,9.742857142857142
13497,283,2,348.05,174.025,19,85,8.578947368421053
13499,18,5,1159.1100000000001,231.82200000000003,31,252,32.5
13500,23,3,1166.77,388.92333333333335,60,99,9.36923076923077
13501,288,1,1340.32,1340.32,52,0,10.76923076923077
13502,17,3,292.0,97.33333333333333,17,307,14.666666666666666
13503,71,1,216.85,216.85,17,0,14.588235294117647
13504,64,1,295.93,295.93,22,0,8.090909090909092
13505,73,4,4393.63,1098.4075,182,159,11.56279069767442
13506,316,2,458.52,229.26,26,53,12.461538461538462
13507,3,4,2479.16,619.79,146,142,9.858024691358025
13508,244,1,110.97,110.97,12,0,2.0
13509,9,7,979.72,139.96,27,275,25.136363636363637
13510,1,4,1791.56,447.89,86,182,12.052173913043479
13512,261,1,251.21,251.21,15,0,9.533333333333333
13513,127,1,205.1,205.1,10,0,10.9
13514,74,1,152.20000000000002,152.20000000000002,4,0,10.0
13515,73,4,891.12,222.78,50,175,11.542372881355933
13516,21,3,1389.41,463.1366666666667,43,217,22.386363636363637
13517,60,3,2128.42,709.4733333333334,125,120,9.709219858156029
13518,86,1,627.16,627.16,36,0,10.61111111111111
13519,78,1,122.75,122.75,8,0,2.875
13520,59,6,3624.35,604.0583333333333,49,312,17.731182795698924
13521,1,3,1071.73,357.24333333333334,313,8,1.7177033492822966
13522,30,1,125.80000000000001,125.80000000000001,5,0,8.8
13523,33,5,3964.88,792.976,157,333,10.186046511627907
13524,41,5,680.1800000000001,136.036,17,179,12.0
13525,15,2,628.78,314.39,5,233,65.66666666666667
13527,34,7,2242.36,320.33714285714285,153,293,7.755760368663594
13529,79,2,307.76,153.88,15,125,4.933333333333334
13531,205,2,483.8,241.9,17,161,7.909090909090909
13532,34,1,210.31,210.31,66,0,1.9545454545454546
13533,183,3,269.09,89.69666666666666,61,84,2.6933333333333334
13534,2,25,5870.08,234.8032,119,355,10.003378378378379
13536,1,7,3444.39,492.05571428571426,91,74,11.9438202247191
13538,43,7,1280.85,182.97857142857143,10,272,7.0
13539,86,3,631.34,210.4466666666667,35,223,8.64864864864865
13544,40,2,276.06,138.03,76,200,1.435897435897436
13546,12,3,621.09,207.03,72,188,3.6804123711340204
13548,96,2,678.16,339.08,114,147,3.5447154471544717
13549,26,7,918.2,131.17142857142858,37,216,8.980392156862745
13551,319,1,91.80000000000001,91.80000000000001,4,0,3.0
13552,66,12,3740.07,311.6725,82,249,13.0
13555,74,4,4098.88,1024.72,128,128,19.525925925925925
13557,28,2,584.0600000000001,292.03000000000003,31,252,16.058823529411764
13558,6,4,594.52,148.63,123,62,2.0
13560,7,1,171.42000000000002,171.42000000000002,32,0,1.96875
13561,216,1,141.85999999999999,141.85999999999999,14,0,5.928571428571429
13562,82,3,1799.3300000000002,599.7766666666668,50,163,9.231707317073171
13563,84,2,777.53,388.765,49,55,4.26530612244898
13564,144,3,1724.67,574.89,68,223,7.851851851851852
13565,19,2,240.22,120.11,35,315,4.526315789473684
13566,41,2,856.84,428.42,134,41,3.3550295857988166
13568,173,1,187.05,187.05,41,0,1.5348837209302326
13569,17,2,338.62,169.31,73,350,1.9746835443037976
13570,243,1,239.49,239.49,27,0,5.962962962962963
13571,13,12,2088.94,174.07833333333335,157,240,5.16764705882353
13572,206,1,1384.25,1384.25,32,0,16.181818181818183
13573,50,2,290.25,145.125,24,202,12.08
13575,23,5,732.07,146.41400000000002,41,152,9.76086956521739
13576,10,18,6717.34,373.18555555555554,78,362,21.0
13577,25,4,1687.6000000000001,421.90000000000003,61,216,9.53012048192771
13579,15,2,467.04,233.52,19,354,7.6521739130434785
13581,309,1,118.0,118.0,10,0,3.0
13583,156,1,781.03,781.03,53,0,13.679245283018869
13584,307,1,142.4,142.4,24,0,1.5416666666666667
13587,64,1,712.4,712.4,8,0,22.5
13588,16,9,2478.95,275.43888888888887,131,239,14.977011494252874
13589,15,2,379.65,189.825,21,164,5.428571428571429
13590,11,6,1981.92,330.32,70,291,21.24137931034483
13591,65,3,1117.13,372.3766666666667,56,202,8.362068965517242
13592,36,4,247.95999999999998,61.989999999999995,15,228,5.25
13593,108,5,2011.88,402.37600000000003,77,227,5.661417322834645
13594,53,1,396.97,396.97,26,0,13.807692307692308
13596,6,2,664.11,332.055,133,7,2.6301369863013697
13598,47,1,160.04,160.04,33,0,1.4857142857142858
13599,1,21,5149.92,245.2342857142857,171,365,13.386178861788618
13600,312,1,219.52,219.52,19,0,17.05263157894737
13601,45,2,693.32,346.66,90,166,5.5353535353535355
13602,65,1,428.89,428.89,23,0,11.608695652173912
13603,26,1,164.34,164.34,27,0,6.074074074074074
13606,29,3,276.75,92.25,40,282,6.9
13607,40,1,675.51,675.51,93,0,2.9690721649484537
13610,12,7,1082.33,154.6185714285714,165,273,2.269767441860465
13611,89,3,1154.4,384.8,67,270,10.472222222222221
13614,24,4,1585.46,396.365,171,306,2.8923076923076922
13615,319,1,417.69,417.69,23,0,8.217391304347826
13617,40,3,544.18,181.39333333333332,31,140,6.818181818181818
13618,174,1,177.34,177.34,13,0,18.923076923076923
13621,117,1,213.85,213.85,19,0,18.05263157894737
13623,31,5,727.74,145.548,75,266,3.6666666666666665
13626,253,1,257.23,257.23,19,0,11.0
13627,59,5,1638.47,327.694,84,298,13.793478260869565
13629,23,11,7792.36,708.3963636363636,28,315,74.10169491525424
13630,5,7,2031.78,290.2542857142857,51,280,19.591549295774648
13631,100,11,3070.42,279.1290909090909,6,167,42.45454545454545
13632,25,5,2118.93,423.78599999999994,121,218,7.110344827586207
13634,33,5,1547.3600000000001,309.47200000000004,156,293,3.763440860215054
13635,68,1,1071.03,1071.03,62,0,10.919354838709678
13636,37,5,949.12,189.824,57,248,9.396825396825397
13637,52,3,804.3,268.09999999999997,79,174,4.090909090909091
13638,16,1,122.64,122.64,8,0,11.625
13639,74,1,1033.34,1033.34,39,0,20.0
13642,216,1,312.28,312.28,57,0,2.6491228070175437
13643,31,3,519.44,173.14666666666668,24,154,9.75
13644,16,4,2624.26,656.065,144,89,14.157534246575343
13645,120,1,252.1,252.1,5,0,31.6
13647,10,4,1648.1200000000001,412.03000000000003,65,225,11.371794871794872
13649,257,2,346.6,173.3,23,109,6.043478260869565
13650,17,6,1836.3400000000001,306.0566666666667,79,250,9.604166666666666
13651,35,2,94.2,47.1,6,4,5.5
13652,46,3,1095.08,365.02666666666664,48,322,9.174603174603174
13654,43,6,2707.33,451.22166666666664,157,230,13.144578313253012
13655,114,2,932.97,466.485,52,127,10.803571428571429
13656,165,2,379.65,189.825,49,172,10.0
13657,11,2,382.14,191.07,16,190,13.0625
13658,10,5,2639.17,527.8340000000001,91,194,9.435185185185185
13659,206,2,1563.0,781.5,92,115,8.563106796116505
13662,86,3,881.26,293.75333333333333,50,173,10.25
13663,179,1,189.47,189.47,13,0,7.0
13666,60,3,84.65,28.21666666666667,12,227,3.4166666666666665
13667,149,1,299.05,299.05,82,0,1.7951807228915662
13668,3,21,6309.83,300.46809523809526,284,359,8.038876889848812
13669,51,2,218.55,109.275,9,98,26.333333333333332
13670,75,1,349.7,349.7,25,0,11.28
13672,301,2,186.39000000000001,93.19500000000001,4,30,9.5
13673,19,2,387.44,193.72,47,13,1.9
13675,151,2,486.82000000000005,243.41000000000003,25,133,13.2
13678,152,1,232.6,232.6,16,0,57.75
13680,1,4,3719.12,929.78,164,337,9.969072164948454
13681,18,4,827.83,206.9575,37,137,6.315789473684211
13682,187,1,59.5,59.5,3,0,3.3333333333333335
13684,286,1,65.13,65.13,29,0,1.3103448275862069
13685,3,7,3119.44,445.63428571428574,29,57,129.64102564102564
13686,183,1,72.0,72.0,8,0,8.75
13689,63,1,910.0,910.0,6,0,85.33333333333333
13690,59,1,172.25,172.25,9,0,7.444444444444445
13692,25,3,1488.32,496.1066666666666,48,211,23.132075471698112
13694,4,50,65039.62,1300.7924,366,369,111.46478873239437
13695,31,15,2504.13,166.942,46,228,17.81111111111111
13697,39,1,151.3,151.3,12,0,14.75
13699,155,1,308.58000000000004,308.58000000000004,14,0,4.714285714285714
13700,26,10,2248.63,224.863,139,300,11.757731958762887
13703,318,1,99.5,99.5,1,0,10.0
13704,5,9,2308.06,256.4511111111111,111,83,11.425373134328359
13705,8,3,711.86,237.28666666666666,25,366,12.964285714285714
13706,303,1,330.79,330.79,20,0,9.45
13707,267,2,806.41,403.205,48,48,7.3125
13708,271,1,285.33,285.33,49,0,6.142857142857143
13709,4,13,6307.650000000001,485.2038461538462,244,311,10.471641791044776
13710,32,1,180.48,180.48,8,0,22.0
13711,219,2,252.06,126.03,11,0,10.76923076923077
13712,247,1,228.84,228.84,10,0,35.2
13715,281,5,1077.39,215.478,89,91,5.403846153846154
13716,269,1,138.28,138.28,21,0,6.571428571428571
13717,32,6,1445.01,240.835,92,266,19.205882352941178
13718,246,2,306.55,153.275,9,49,14.416666666666666
13719,15,5,1041.68,208.336,56,219,10.15
13720,117,4,799.9,199.975,42,138,11.651162790697674
13721,36,1,524.14,524.14,28,0,11.285714285714286
13722,132,3,2375.41,791.8033333333333,75,151,16.48235294117647
13723,217,1,199.85000000000002,199.85000000000002,6,0,7.166666666666667
13725,50,8,1980.56,247.57,95,258,7.75
13726,39,2,1079.66,539.83,39,61,25.095238095238095
13727,29,2,333.48,166.74,19,4,8.1
13728,37,6,1016.14,169.35666666666665,38,273,7.26984126984127
13730,136,2,752.6,376.3,38,25,11.348837209302326
13731,219,2,610.59,305.295,36,27,7.315789473684211
13732,28,1,491.86,491.86,33,0,15.090909090909092
13735,25,4,2883.54,720.885,158,209,5.7846153846153845
13736,5,2,729.8,364.9,166,255,2.610526315789474
13737,200,1,339.6,339.6,29,0,4.166666666666667
13739,18,1,216.9,216.9,3,0,18.0
13740,241,1,350.75,350.75,23,0,18.47826086956522
13741,72,3,668.4300000000001,222.81000000000003,34,145,6.411764705882353
13742,17,12,3107.87,258.9891666666667,200,303,3.562300319488818
13743,3,7,1341.6,191.65714285714284,8,256,43.31707317073171
13744,95,2,1080.52,540.26,54,197,18.3015873015873
13745,162,1,300.04,300.04,25,0,19.84
13747,374,1,79.6,79.6,1,0,8.0
13748,96,5,948.25,189.65,24,278,15.678571428571429
13750,54,5,1647.26,329.452,20,283,21.5
13751,288,1,296.25,296.25,9,0,16.88888888888889
13752,124,6,1175.38,195.89666666666668,64,122,11.653333333333334
13753,288,1,741.26,741.26,35,0,14.628571428571428
13754,152,2,282.6,141.3,11,165,17.833333333333332
13755,4,9,2108.06,234.2288888888889,232,59,3.869158878504673
13756,2,14,5189.52,370.68,66,365,22.450704225352112
13758,12,7,3190.55,455.79285714285714,104,361,15.760683760683762
13759,33,2,659.4100000000001,329.70500000000004,24,37,11.48
13760,54,2,286.79,143.395,50,202,3.456140350877193
13761,50,2,1070.65,535.325,68,129,9.17142857142857
13762,219,1,306.72,306.72,7,0,38.857142857142854
13763,63,1,1714.96,1714.96,15,0,48.53333333333333
13764,71,3,1519.42,506.47333333333336,183,266,4.473429951690822
13767,2,37,17220.36,465.41513513513513,55,371,19.89673913043478
13769,2,10,2796.51,279.651,73,365,8.614814814814816
13771,64,4,2634.45,658.6125,114,182,12.411764705882353
13772,34,3,1122.63,374.21000000000004,141,205,3.121387283236994
13774,82,1,345.0,345.0,22,0,8.727272727272727
13777,1,33,25977.16,787.1866666666666,36,372,65.46700507614213
13778,103,1,178.7,178.7,9,0,7.777777777777778
13780,7,2,360.01,180.005,56,163,5.578947368421052
13781,251,1,127.84,127.84,17,0,1.7647058823529411
13782,13,6,908.86,151.47666666666666,96,315,3.265486725663717
13784,10,11,2462.79,223.89,9,322,80.41935483870968
13786,367,1,230.4,230.4,7,0,19.428571428571427
13787,76,2,309.04,154.52,24,288,10.870967741935484
13790,4,1,348.79999999999995,348.79999999999995,45,0,16.622222222222224
13791,128,2,1516.0,758.0,7,40,109.0909090909091
13792,66,2,195.55,97.775,13,221,7.076923076923077
13798,1,57,37153.85,651.8219298245614,113,370,68.6189111747851
13799,117,2,688.86,344.43,32,177,10.307692307692308
13800,310,1,558.32,558.32,33,0,10.030303030303031
13801,67,1,324.8,324.8,23,0,7.304347826086956
13802,139,3,4599.42,1533.14,55,172,42.86666666666667
13803,255,1,277.07,277.07,17,0,7.117647058823529
13804,31,7,2588.39,369.77,124,259,10.829629629629629
13805,52,2,924.5999999999999,462.29999999999995,10,76,146.15384615384616
13806,64,1,256.38,256.38,10,0,5.6
13807,367,1,112.6,112.6,7,0,5.142857142857143
13808,6,5,1747.66,349.53200000000004,70,91,10.289473684210526
13809,305,1,155.05,155.05,11,0,2.4166666666666665
13810,29,3,1499.01,499.67,32,27,8.914285714285715
13811,184,3,814.5,271.5,7,55,5.230769230769231
13812,42,3,539.0,179.66666666666666,33,63,9.25
13813,40,4,1366.8600000000001,341.71500000000003,54,95,8.0
13814,92,2,1579.12,789.56,37,44,15.157894736842104
13815,22,4,4027.36,1006.84,132,296,14.545454545454545
13816,24,2,571.6700000000001,285.83500000000004,25,40,9.607142857142858
13817,29,2,382.98,191.49,20,322,8.791666666666666
13819,302,3,1140.35,380.1166666666666,26,18,30.805555555555557
13821,145,2,385.64,192.82,51,116,2.593220338983051
13822,6,2,632.0,316.0,90,34,6.364583333333333
13823,19,2,957.66,478.83,39,72,10.975
13824,33,5,1698.94,339.788,34,277,16.695652173913043
13826,176,1,189.5,189.5,10,0,8.2
13827,58,3,409.8,136.6,83,85,1.5
13828,22,1,209.49,209.49,15,0,20.733333333333334
13831,16,6,2198.45,366.4083333333333,58,353,10.319444444444445
13832,19,1,52.2,52.2,3,0,9.333333333333334
13833,159,1,383.85,383.85,28,0,4.178571428571429
13835,25,4,834.57,208.6425,48,190,8.036363636363637
13837,212,2,266.59000000000003,133.29500000000002,17,105,10.11111111111111
13838,6,4,674.82,168.705,144,364,1.5393939393939393
13841,253,1,85.0,85.0,1,0,100.0
13842,59,9,3385.62,376.18,155,308,8.58252427184466
13844,11,1,361.62,361.62,20,0,9.8
13845,65,1,312.98,312.98,9,0,20.22222222222222
13846,25,3,865.0600000000001,288.35333333333335,55,335,7.054545454545455
13848,92,3,1255.0,418.3333333333333,3,273,740.0
13849,52,2,1537.95,768.975,97,119,10.05940594059406
13850,129,1,1595.48,1595.48,93,0,10.150537634408602
13851,96,3,2651.46,883.82,77,192,21.049382716049383
13853,57,1,1090.1399999999999,1090.1399999999999,23,0,13.565217391304348
13854,9,25,8109.5199999999995,324.38079999999997,39,356,20.87272727272727
13856,169,3,388.5,129.5,10,34,35.285714285714285
13858,57,1,216.17000000000002,216.17000000000002,11,0,6.818181818181818
13859,326,1,201.16,201.16,27,0,4.607142857142857
13860,1,5,1245.9,249.18,58,85,7.776315789473684
13862,18,8,2209.36,276.17,97,314,12.143884892086332
13863,248,1,305.78,305.78,20,0,11.2
13865,58,4,501.56,125.39,26,231,6.8
13866,74,1,145.67,145.67,7,0,8.142857142857142
13867,31,3,1005.09,335.03000000000003,51,186,8.35
13868,7,2,3192.54,1596.27,32,31,59.515151515151516
13869,123,4,3083.65,770.9125,234,233,5.621710526315789
13870,2,8,2770.94,346.3675,91,285,11.521739130434783
13871,23,13,6403.25,492.5576923076923,155,286,8.351190476190476
13873,120,3,389.6,129.86666666666667,21,190,6.086956521739131
13874,358,1,540.45,540.45,18,0,10.0
13875,54,5,1786.79,357.358,79,247,12.653846153846153
13876,64,1,122.7,122.7,7,0,5.142857142857143
13877,86,1,117.24,117.24,3,0,36.0
13878,55,1,1271.57,1271.57,35,0,13.228571428571428
13880,21,13,3219.77,247.67461538461538,125,345,11.163636363636364
13881,4,20,17159.52,857.976,72,308,56.842696629213485
13882,3,5,1191.13,238.22600000000003,54,61,14.661538461538461
13883,11,5,2674.48,534.896,108,242,10.112676056338028
13884,7,5,787.6,157.52,45,276,5.084745762711864
13885,189,2,506.8,253.4,28,11,6.5
13886,71,1,243.56,243.56,16,0,7.875
13887,204,1,349.55,349.55,19,0,7.7368421052631575
13888,120,2,595.67,297.835,38,98,6.512820512820513
13889,93,1,416.90000000000003,416.90000000000003,15,0,9.733333333333333
13890,1,10,1883.81,188.381,74,357,7.554545454545455
13892,27,4,632.97,158.2425,26,219,36.407407407407405
13893,298,1,821.1,821.1,21,0,9.047619047619047
13894,24,3,564.62,188.20666666666668,25,286,13.11111111111111
13895,28,4,2593.07,648.2675,97,136,11.567796610169491
13897,50,1,311.16,311.16,17,0,11.764705882352942
13898,326,1,155.93,155.93,12,0,11.083333333333334
13899,16,2,388.52,194.26,19,258,8.210526315789474
13900,183,3,740.95,246.98333333333335,42,79,10.0
13901,72,5,2867.2000000000003,573.44,144,246,11.671140939597315
13904,37,2,332.64,166.32,24,257,12.76923076923077
13908,80,4,2369.55,592.3875,104,196,12.114754098360656
13911,57,9,2580.91,286.7677777777778,120,251,18.4527027027027
13914,12,2,626.45,313.225,28,24,11.515151515151516
13917,50,2,272.04,136.02,16,141,12.666666666666666
13918,50,2,1212.8400000000001,606.4200000000001,30,203,38.0
13919,59,2,384.81,192.405,24,62,16.928571428571427
13922,352,1,172.25,172.25,7,0,13.285714285714286
13923,54,1,351.13,351.13,20,0,9.25
13924,2,6,1838.8500000000001,306.475,90,70,13.461538461538462
13925,93,4,678.25,169.5625,28,42,8.073170731707316
13926,23,1,223.85000000000002,223.85000000000002,11,0,9.454545454545455
13927,75,1,348.99,348.99,21,0,10.19047619047619
13928,11,4,464.57,116.1425,23,122,4.777777777777778
13929,169,2,842.65,421.325,8,157,15.88888888888889
13930,58,2,337.34,168.67,15,78,16.11764705882353
13931,96,2,1237.53,618.765,56,185,12.5
13932,295,1,307.4,307.4,16,0,4.5
13933,109,2,608.79,304.395,23,39,8.91304347826087
13934,264,1,922.1,922.1,31,0,12.580645161290322
13936,180,1,376.58,376.58,26,0,12.692307692307692
13937,169,1,158.85,158.85,9,0,13.666666666666666
13938,35,1,71.66,71.66,7,0,10.0
13939,23,3,568.55,189.51666666666665,43,288,18.822222222222223
13940,17,4,839.14,209.785,39,126,10.53061224489796
13941,22,5,5112.96,1022.592,24,350,52.53333333333333
13946,79,3,561.57,187.19000000000003,11,188,40.27272727272727
13947,65,1,90.60000000000001,90.60000000000001,5,0,8.8
13948,361,1,102.0,102.0,3,0,13.333333333333334
13949,3,6,2427.32,404.55333333333334,124,91,15.4625
13950,11,4,745.0600000000001,186.26500000000001,33,235,9.228571428571428
13951,176,3,674.45,224.8166666666667,38,118,11.76923076923077
13952,218,2,3251.071,1625.5355,120,20,10.445255474452555
13953,7,7,3515.68,502.23999999999995,8,345,136.2
13954,2,2,439.92,219.96,24,69,6.0
13955,154,2,322.96,161.48,33,151,4.666666666666667
13956,5,5,1019.27,203.85399999999998,123,266,3.306122448979592
13959,79,3,594.04,198.01333333333332,79,283,3.9444444444444446
13960,21,2,230.22,115.11,11,50,11.833333333333334
13962,22,2,169.54999999999998,84.77499999999999,11,223,7.909090909090909
13963,308,4,664.54,166.135,35,59,13.142857142857142
13967,146,1,80.7,80.7,2,0,21.0
13969,7,18,9024.17,501.34277777777777,334,357,7.315024232633279
13971,19,8,2758.26,344.7825,118,266,12.375838926174497
13972,71,2,190.25,95.125,15,131,12.466666666666667
13973,287,1,264.7,264.7,11,0,9.909090909090908
13974,49,1,413.59000000000003,413.59000000000003,28,0,8.892857142857142
13975,31,6,2461.2400000000002,410.2066666666667,240,245,5.1580547112462005
13976,207,1,357.98,357.98,10,0,15.4
13978,15,2,196.79,98.395,14,30,21.0
13979,73,1,869.87,869.87,54,0,11.833333333333334
13980,60,1,200.14,200.14,11,0,15.636363636363637
13982,39,4,1871.81,467.9525,72,326,10.234234234234235
13983,30,12,2603.43,216.9525,91,337,11.05607476635514
13984,27,5,920.51,184.102,14,339,42.4375
13985,4,15,7060.13,470.67533333333336,108,260,9.87106017191977
13986,17,1,320.46,320.46,12,0,33.07692307692308
13988,20,6,4147.96,691.3266666666667,188,234,13.008547008547009
13989,66,2,1266.08,633.04,33,173,32.02439024390244
13990,213,1,311.3,311.3,16,0,11.875
13991,12,6,852.88,142.14666666666668,58,131,12.134146341463415
13992,30,1,76.8,76.8,5,0,12.8
13993,43,9,3466.36,385.1511111111111,66,287,7.43801652892562
13994,4,6,2274.14,379.0233333333333,122,144,6.297297297297297
13995,15,5,1393.69,278.738,55,230,10.220930232558139
13999,10,12,3901.81,325.1508333333333,102,351,10.783653846153847
14000,211,1,635.66,635.66,15,0,47.333333333333336
14001,46,3,2043.0800000000002,681.0266666666668,34,327,24.666666666666668
14002,134,2,529.73,264.865,47,22,18.659574468085108
14004,43,7,4582.64,654.6628571428572,102,245,15.602339181286549
14005,10,5,2874.72,574.944,53,206,29.5
14006,116,3,962.19,320.73,22,196,21.366666666666667
14009,198,2,695.61,347.805,42,7,8.69047619047619
14012,278,1,328.8,328.8,11,0,14.545454545454545
14013,110,3,473.02,157.67333333333332,30,165,13.588235294117647
14014,77,1,505.18,505.18,39,0,27.58974358974359
14015,53,1,917.34,917.34,20,0,18.9
14016,162,4,4341.21,1085.3025,154,195,13.198757763975156
14019,47,3,1421.6100000000001,473.87000000000006,37,91,15.712121212121213
14020,17,2,642.8,321.4,37,71,11.307692307692308
14021,155,3,631.9,210.63333333333333,22,101,8.727272727272727
14022,225,1,440.0,440.0,28,0,17.392857142857142
14023,7,2,584.07,292.035,30,242,11.129032258064516
14024,122,2,327.7,163.85,16,2,9.375
14027,61,1,104.82,104.82,6,0,10.333333333333334
14029,63,2,467.66,233.83,15,80,13.2
14030,18,8,2358.84,294.855,210,348,6.107438016528926
14031,7,19,17286.86,909.8347368421053,119,365,23.152
14032,2,11,2975.59,270.5081818181818,53,364,14.20979020979021
14034,22,3,648.89,216.29666666666665,82,135,4.883720930232558
14035,29,5,1428.02,285.604,41,268,11.196969696969697
14036,285,1,626.65,626.65,38,0,7.052631578947368
14037,176,2,147.20000000000002,73.60000000000001,27,188,1.6428571428571428
14038,78,3,1560.38,520.1266666666667,64,128,10.48913043478261
14039,33,1,152.2,152.2,6,0,15.333333333333334
14040,41,12,3560.32,296.6933333333333,146,290,6.74235807860262
14041,266,1,141.41,141.41,21,0,4.476190476190476
14044,27,4,646.42,161.605,165,283,1.4757281553398058
14045,109,4,1659.75,414.9375,4,264,89.16666666666667
14046,284,1,154.99,154.99,14,0,32.857142857142854
14047,9,5,1308.6100000000001,261.72200000000004,22,364,11.90625
14048,305,1,409.93,409.93,83,0,3.388235294117647
14049,17,4,5578.72,1394.68,348,301,7.96652719665272
14050,32,2,746.36,373.18,49,74,12.75925925925926
14051,1,23,15610.390000000001,678.7126086956522,52,365,17.885714285714286
14052,20,1,225.35999999999999,225.35999999999999,56,0,1.5892857142857142
14053,124,2,260.25,130.125,2,35,53.75
14054,65,1,92.46000000000001,92.46000000000001,6,0,10.333333333333334
14055,106,1,725.6400000000001,725.6400000000001,10,0,21.6
14056,1,23,8152.71,354.46565217391304,320,282,3.9080882352941178
14057,24,17,6211.66,365.39176470588234,179,336,17.219081272084807
14059,267,1,183.6,183.6,8,0,16.0
14060,5,19,6140.42,323.18,86,368,26.663366336633665
14062,10,12,10464.85,872.0708333333333,60,354,50.387387387387385
14064,29,5,1334.34,266.868,59,245,23.01298701298701
14066,267,1,152.55,152.55,7,0,6.428571428571429
14067,64,2,374.7,187.35,51,32,6.9423076923076925
14068,320,1,265.85,265.85,22,0,3.0416666666666665
14071,4,8,1437.57,179.69625,271,261,3.0773993808049536
14073,32,1,151.04,151.04,13,0,10.0
14075,5,3,942.26,314.08666666666664,33,256,17.53488372093023
14076,129,1,118.67,118.67,43,0,1.7954545454545454
14077,41,5,499.42,99.884,33,233,6.380952380952381
14078,102,6,1049.37,174.89499999999998,46,271,4.769230769230769
14079,125,1,375.1,375.1,12,0,25.083333333333332
14080,33,1,45.599999999999994,45.599999999999994,4,0,12.0
14081,302,2,921.62,460.81,126,67,3.9466666666666668
14082,365,1,182.25,182.25,28,0,3.793103448275862
14083,4,9,1002.9,111.43333333333334,162,367,3.983050847457627
14085,2,18,4421.29,245.62722222222223,272,366,7.091517857142857
14087,3,1,191.47,191.47,61,0,3.676470588235294
14088,10,13,50491.81,3883.9853846153846,379,312,21.502546689303905
14089,57,1,158.75,158.75,13,0,10.23076923076923
14090,325,1,76.32000000000001,76.32000000000001,1,0,72.0
14092,8,14,4076.9100000000003,291.20785714285716,117,350,9.654205607476635
14093,12,1,433.86,433.86,95,0,3.91
14096,4,17,65164.79,3833.2229411764706,1119,97,3.1993738994325964
14098,37,1,147.35,147.35,21,0,4.9523809523809526
14099,16,11,3104.17,282.1972727272727,167,338,8.716
14100,138,1,191.95,191.95,24,0,2.52
14101,74,6,5976.79,996.1316666666667,15,252,198.34285714285716
14102,5,5,1105.8799999999999,221.176,35,39,13.258620689655173
14104,155,2,216.21,108.105,21,11,3.4285714285714284
14105,239,1,1266.23,1266.23,74,0,10.81081081081081
14107,52,7,2703.23,386.17571428571426,61,312,14.577235772357724
14108,31,2,597.91,298.955,33,70,11.205882352941176
14109,73,1,144.2,144.2,9,0,9.777777777777779
14110,4,12,5683.15,473.5958333333333,94,263,15.774193548387096
14111,14,4,692.85,173.2125,10,227,45.8
14112,23,7,2915.15,416.45,117,253,10.31875
14113,4,4,1840.42,460.105,26,351,21.91176470588235
14114,274,2,386.53,193.265,15,56,6.733333333333333
14116,20,5,1382.74,276.548,61,101,9.819444444444445
14117,144,1,90.0,90.0,3,0,24.0
14121,4,4,2780.15,695.0375,148,56,13.09433962264151
14124,84,1,419.58,419.58,4,0,323.6
14125,11,3,2720.63,906.8766666666667,159,67,9.80722891566265
14126,8,3,706.1300000000001,235.3766666666667,14,2,33.86666666666667
14127,123,3,709.71,236.57000000000002,39,187,7.295454545454546
14128,61,2,637.5,318.75,40,195,12.26086956521739
14129,2,5,1123.8600000000001,224.77200000000002,31,259,11.384615384615385
14130,319,1,480.91,480.91,66,0,3.893939393939394
14132,2,11,3586.03,326.00272727272727,100,181,16.84
14133,130,3,605.64,201.88,25,186,12.428571428571429
14135,2,15,4690.31,312.68733333333336,95,371,28.73134328358209
14138,2,2,965.88,482.94,40,62,13.043478260869565
14139,46,1,415.82,415.82,26,0,19.615384615384617
14140,4,2,935.05,467.525,60,27,12.287878787878787
14141,3,4,915.13,228.7825,27,102,8.875
14142,373,1,311.81,311.81,22,0,14.227272727272727
14143,134,1,115.8,115.8,7,0,4.285714285714286
14145,47,4,3742.2,935.55,6,170,68.72727272727273
14146,9,5,4191.0,838.2,183,348,11.604761904761904
14147,78,2,483.4,241.7,4,207,21.6
14148,234,1,157.2,157.2,3,0,5.333333333333333
14149,221,1,446.62,446.62,28,0,7.785714285714286
14150,36,2,658.64,329.32,23,324,19.076923076923077
14152,75,2,621.29,310.645,47,158,14.510204081632653
14154,239,2,1345.62,672.81,52,0,8.942307692307692
14155,266,1,118.75,118.75,6,0,4.166666666666667
14156,10,55,117210.08,2131.0923636363636,714,361,41.410752688172046
14157,20,2,424.89000000000004,212.44500000000002,45,265,5.891304347826087
14158,40,1,507.65999999999997,507.65999999999997,41,0,19.048780487804876
14159,20,11,4630.35,420.94090909090914,501,343,3.7004255319148935
14161,216,3,1097.6200000000001,365.8733333333334,87,153,4.326923076923077
14162,174,2,289.36,144.68,25,118,5.68
14163,87,4,2445.91,611.4775,36,151,17.173076923076923
14164,71,2,1631.77,815.885,28,10,35.62068965517241
